utterance,emotion
043434_044332.wav,sad
052136_052586.wav,sad
127804_128261.wav,sad
281884_282680.wav,sad
291542_292200.wav,sad
118480_119426.wav,sad
139614_140416.wav,sad
057667_058341.wav,sad
198154_198644.wav,sad
046458_047020.wav,sad
299723_300141.wav,sad
160708_161694.wav,sad
073776_074378.wav,sad
156456_157010.wav,sad
055316_055838.wav,sad
195138_195460.wav,sad
321768_323221.wav,sad
095414_095888.wav,sad
053829_054288.wav,sad
051220_051670.wav,sad
320938_321768.wav,sad
222576_222898.wav,sad
201630_202030.wav,sad
091638_092080.wav,sad
025184_025850.wav,sad
059498_060060.wav,sad
224182_224738.wav,sad
016054_016560.wav,sad
302017_302423.wav,sad
159432_160210.wav,sad
056320_056874.wav,sad
194240_195138.wav,sad
233106_233769.wav,sad
167110_167832.wav,sad
019348_019886.wav,sad
271170_271732.wav,sad
125172_125758.wav,sad
205204_205669.wav,sad
225669_226562.wav,sad
113298_114035.wav,sad
098780_099430.wav,sad
061594_062188.wav,sad
212958_213286.wav,sad
304550_305404.wav,sad
103474_104052.wav,sad
265642_266090.wav,sad
115320_116314.wav,sad
075374_075856.wav,sad
279570_280150.wav,sad
035644_036182.wav,sad
219542_219960.wav,sad
112808_113298.wav,sad
060060_060566.wav,sad
020930_021540.wav,sad
301491_302017.wav,sad
020384_020930.wav,sad
166604_167110.wav,sad
174122_174564.wav,sad
021540_022230.wav,sad
285132_285664.wav,sad
225252_225669.wav,sad
176602_177508.wav,sad
074836_075374.wav,sad
086470_087024.wav,sad
007845_008824.wav,sad
130404_131022.wav,sad
298232_299209.wav,sad
259802_260208.wav,sad
295896_296446.wav,sad
082736_083210.wav,sad
094956_095414.wav,sad
103016_103474.wav,sad
012064_012730.wav,sad
320171_320938.wav,sad
224738_225252.wav,sad
292708_293162.wav,sad
318357_319411.wav,sad
272354_272790.wav,sad
087024_087746.wav,sad
223728_224182.wav,sad
183068_183654.wav,sad
121296_121922.wav,sad
270656_271170.wav,sad
054288_054858.wav,sad
151146_151684.wav,sad
255882_256432.wav,sad
102422_103016.wav,sad
240858_241300.wav,sad
033902_034408.wav,sad
231798_232198.wav,sad
079340_080038.wav,sad
039226_039916.wav,sad
097326_097744.wav,sad
296852_297318.wav,sad
104052_104750.wav,sad
200836_201224.wav,sad
206136_206740.wav,sad
093598_094280.wav,sad
047020_047558.wav,sad
218019_218384.wav,sad
203828_204588.wav,sad
136902_137496.wav,sad
186230_186800.wav,sad
300965_301491.wav,sad
287022_287692.wav,sad
266090_266502.wav,sad
097744_098314.wav,sad
210892_211423.wav,sad
016962_017556.wav,sad
002690_003100.wav,sad
158020_158670.wav,sad
186800_187694.wav,sad
214898_215394.wav,sad
107022_107504.wav,sad
247602_248344.wav,sad
101354_101964.wav,sad
191810_192684.wav,sad
030008_030489.wav,sad
177508_178078.wav,sad
076378_076948.wav,sad
147608_148522.wav,sad
227667_228176.wav,sad
014906_015532.wav,sad
244367_245044.wav,sad
250712_251142.wav,sad
196272_196708.wav,sad
081250_081724.wav,sad
317345_318357.wav,sad
240416_240858.wav,sad
005718_006104.wav,sad
189314_189804.wav,sad
074378_074836.wav,sad
231319_231798.wav,sad
056874_057667.wav,sad
050168_050682.wav,sad
303409_303983.wav,sad
200168_200490.wav,sad
283726_284438.wav,sad
196708_197108.wav,sad
096748_097326.wav,sad
092080_092610.wav,sad
269550_270016.wav,sad
208246_208616.wav,sad
222194_222576.wav,sad
073030_073776.wav,sad
149838_150400.wav,sad
277562_277980.wav,sad
278512_279140.wav,sad
080038_080736.wav,sad
202030_202496.wav,sad
154098_154876.wav,sad
082286_082736.wav,sad
012730_013308.wav,sad
251608_252002.wav,sad
312145_313290.wav,sad
065060_065678.wav,sad
276528_277120.wav,sad
146644_147190.wav,sad
048024_048546.wav,sad
323221_324051.wav,sad
314211_315090.wav,sad
330053_330876.wav,sad
180942_181848.wav,sad
175952_176602.wav,sad
272790_273550.wav,sad
289056_289450.wav,sad
111092_112006.wav,sad
173280_174122.wav,sad
068382_069000.wav,sad
047558_048024.wav,sad
258960_259360.wav,sad
063216_064170.wav,sad
105842_106388.wav,sad
269072_269550.wav,sad
288392_289056.wav,sad
258010_258482.wav,sad
029550_030008.wav,sad
142468_143386.wav,sad
253760_254219.wav,sad
313290_314211.wav,sad
209936_210396.wav,sad
138996_139614.wav,sad
041884_042430.wav,sad
031470_032072.wav,sad
105335_105842.wav,sad
226562_227064.wav,sad
327840_329153.wav,sad
158670_159432.wav,sad
083660_084118.wav,sad
065678_066520.wav,sad
201224_201630.wav,sad
211998_212338.wav,sad
172462_173280.wav,sad
027214_027960.wav,sad
248344_249019.wav,sad
282680_283296.wav,sad
087746_088244.wav,sad
031036_031470.wav,sad
262988_263448.wav,sad
109904_110570.wav,sad
163764_164710.wav,sad
284438_285132.wav,sad
066520_067082.wav,sad
032072_032810.wav,sad
091132_091638.wav,sad
072524_073030.wav,sad
077518_078024.wav,sad
129370_130404.wav,sad
243752_244367.wav,sad
198644_199068.wav,sad
038760_039226.wav,sad
315090_316193.wav,sad
211423_211998.wav,sad
246066_246478.wav,sad
116883_117902.wav,sad
267070_267518.wav,sad
165866_166604.wav,sad
152374_153328.wav,sad
068306_068776.wav,hap
118540_118998.wav,hap
012522_012846.wav,hap
089092_089688.wav,hap
110350_110832.wav,hap
212312_212496.wav,hap
017800_018264.wav,hap
263688_264124.wav,hap
071380_071826.wav,hap
102496_102876.wav,hap
268022_268632.wav,hap
102876_103418.wav,hap
163440_164294.wav,hap
151082_151618.wav,hap
003528_003864.wav,hap
249446_249716.wav,hap
007398_007620.wav,hap
015888_016310.wav,hap
125800_126170.wav,hap
228692_229636.wav,hap
081830_082198.wav,hap
197938_198428.wav,hap
271666_271976.wav,hap
158384_158986.wav,hap
129038_129246.wav,hap
078824_079204.wav,hap
119402_120028.wav,hap
173086_173832.wav,hap
120028_120576.wav,hap
083910_084644.wav,hap
109044_109706.wav,hap
209169_209414.wav,hap
131968_132140.wav,hap
210484_211058.wav,hap
023912_024334.wav,hap
212496_212667.wav,hap
248869_249152.wav,hap
007620_007890.wav,hap
144280_144710.wav,hap
114468_115082.wav,hap
228162_228692.wav,hap
222330_223076.wav,hap
033104_033460.wav,hap
183986_184702.wav,hap
259008_259480.wav,hap
269750_270090.wav,hap
131272_131522.wav,hap
121935_122328.wav,hap
138178_138680.wav,hap
024334_024708.wav,hap
032182_032532.wav,hap
146624_147502.wav,hap
027672_028202.wav,hap
082198_082608.wav,hap
096498_096914.wav,hap
174386_175108.wav,hap
170548_171282.wav,hap
092990_093388.wav,hap
177480_177926.wav,hap
175884_176426.wav,hap
149524_150366.wav,hap
052764_053300.wav,hap
088520_089092.wav,hap
069602_069958.wav,hap
143532_144280.wav,hap
232446_232952.wav,hap
118998_119402.wav,hap
134274_135370.wav,hap
213571_213828.wav,hap
203010_203380.wav,hap
040356_041084.wav,hap
079204_079620.wav,hap
060322_060828.wav,hap
212928_213298.wav,hap
094564_095082.wav,hap
133724_134274.wav,hap
220362_220904.wav,hap
015096_015563.wav,hap
009474_009762.wav,hap
200354_200688.wav,hap
250838_251156.wav,hap
247146_247573.wav,hap
234462_235034.wav,hap
021862_022206.wav,hap
002508_002724.wav,hap
050480_050920.wav,hap
042204_042788.wav,hap
226790_227602.wav,hap
173832_174386.wav,hap
132400_132770.wav,hap
182428_183138.wav,hap
062582_062932.wav,hap
011430_011784.wav,hap
068776_069144.wav,hap
003150_003528.wav,hap
152768_153238.wav,hap
035034_035462.wav,hap
031820_032182.wav,hap
142116_142516.wav,hap
100148_100528.wav,hap
054234_054602.wav,hap
065329_065812.wav,hap
153238_153924.wav,hap
186700_187590.wav,hap
131772_131968.wav,hap
148958_149524.wav,hap
249716_249980.wav,hap
140538_140962.wav,hap
095082_095534.wav,hap
223076_223840.wav,hap
002724_003150.wav,hap
091050_091460.wav,hap
247778_248048.wav,hap
050920_051360.wav,hap
085144_085686.wav,hap
128180_128448.wav,hap
008070_008274.wav,hap
187590_188210.wav,hap
196022_196542.wav,hap
097504_097968.wav,hap
012846_013152.wav,hap
200872_201182.wav,hap
028998_029402.wav,hap
137174_137682.wav,hap
041084_041560.wav,hap
062932_063360.wav,hap
103418_103809.wav,hap
087772_088164.wav,hap
030656_031054.wav,hap
130330_130640.wav,hap
211058_211458.wav,hap
192356_192964.wav,hap
253136_253519.wav,hap
008274_008520.wav,hap
189630_190136.wav,hap
055754_056104.wav,hap
101316_101894.wav,hap
269392_269750.wav,hap
017040_017462.wav,hap
227602_228162.wav,hap
009762_010134.wav,hap
249152_249446.wav,hap
000000_000160.wav,hap
252554_252806.wav,hap
248594_248869.wav,hap
164866_165714.wav,hap
013152_013482.wav,hap
192964_193800.wav,hap
262284_262762.wav,hap
167424_167984.wav,hap
251456_251762.wav,hap
207776_208019.wav,hap
025872_026558.wav,hap
053300_053836.wav,hap
099052_099438.wav,hap
004908_005166.wav,hap
258278_259008.wav,hap
179376_179996.wav,hap
044542_044970.wav,hap
016310_016666.wav,hap
109706_110350.wav,hap
086572_086994.wav,hap
270418_270788.wav,hap
067420_067830.wav,hap
022628_023020.wav,hap
180550_181242.wav,hap
020066_020626.wav,hap
022206_022628.wav,hap
205928_206208.wav,hap
005604_005898.wav,hap
135890_136362.wav,hap
216744_217256.wav,hap
271976_272406.wav,hap
217256_217930.wav,hap
213828_214096.wav,hap
013944_014322.wav,hap
028202_028636.wav,hap
204624_204898.wav,hap
057478_057846.wav,hap
183138_183986.wav,hap
264124_264554.wav,hap
044970_045470.wav,hap
224930_225567.wav,hap
051752_052414.wav,hap
138680_139122.wav,hap
036070_036588.wav,hap
139122_139528.wav,hap
010320_010734.wav,hap
127066_127370.wav,hap
070350_070742.wav,hap
122328_122828.wav,hap
185580_186128.wav,hap
042788_043222.wav,hap
112470_113198.wav,hap
208778_208962.wav,hap
021434_021862.wav,hap
050076_050480.wav,hap
251762_252062.wav,hap
074186_074584.wav,hap
198630_199192.wav,hap
056104_056508.wav,hap
208019_208450.wav,hap
214096_214926.wav,hap
220904_221530.wav,hap
191008_191850.wav,hap
207364_207776.wav,hap
188210_188914.wav,hap
127370_127764.wav,hap
205421_205696.wav,hap
129685_130020.wav,hap
144710_145396.wav,hap
158986_159462.wav,hap
203822_203994.wav,hap
229636_230316.wav,hap
129556_129685.wav,hap
195348_195646.wav,hap
075698_076102.wav,hap
191850_192356.wav,hap
034660_035034.wav,hap
199728_200038.wav,hap
160558_161466.wav,hap
130020_130330.wav,hap
083548_083910.wav,hap
212667_212804.wav,hap
115794_116222.wav,hap
247573_247778.wav,hap
079964_080590.wav,hap
128448_128824.wav,hap
181778_182428.wav,hap
006534_006780.wav,hap
194276_194574.wav,hap
253723_253976.wav,hap
130640_130985.wav,hap
208450_208778.wav,hap
037914_038306.wav,hap
255596_256008.wav,hap
136768_137174.wav,hap
110832_111464.wav,hap
212804_212928.wav,hap
021018_021434.wav,hap
142516_143078.wav,hap
236196_236828.wav,hap
067830_068306.wav,hap
077282_077908.wav,hap
200038_200354.wav,hap
100528_101316.wav,hap
133312_133724.wav,hap
253519_253723.wav,hap
254723_255136.wav,hap
043638_044114.wav,hap
113818_114468.wav,hap
091460_092050.wav,hap
256873_257376.wav,hap
085686_086036.wav,hap
106858_107352.wav,hap
125252_125466.wav,hap
128824_129038.wav,hap
099438_100148.wav,hap
211458_211942.wav,hap
069144_069602.wav,hap
094148_094564.wav,hap
194574_194794.wav,hap
024708_025076.wav,hap
210119_210484.wav,hap
105238_105768.wav,hap
126170_126600.wav,hap
002106_002274.wav,hap
072994_073560.wav,hap
181242_181778.wav,hap
019294_019674.wav,hap
255136_255596.wav,hap
270090_270418.wav,hap
001823_002106.wav,hap
064908_065329.wav,hap
077908_078456.wav,hap
086036_086572.wav,hap
059828_060322.wav,hap
135370_135890.wav,hap
084644_085144.wav,hap
019674_020066.wav,hap
105768_106448.wav,hap
218454_219062.wav,hap
235690_236196.wav,hap
008520_008742.wav,hap
028636_028998.wav,hap
230316_231110.wav,hap
076102_076794.wav,hap
226169_226790.wav,hap
217930_218454.wav,hap
037480_037914.wav,hap
267340_268022.wav,hap
092050_092508.wav,hap
147502_148062.wav,hap
184702_185580.wav,hap
219062_219688.wav,hap
169952_170548.wav,hap
215467_216058.wav,hap
098480_099052.wav,hap
169368_169952.wav,hap
154610_155278.wav,hap
256462_256873.wav,hap
231110_231634.wav,hap
055036_055386.wav,hap
199472_199728.wav,hap
039560_040030.wav,hap
047170_047520.wav,hap
145944_146624.wav,hap
257376_257842.wav,hap
137682_138178.wav,hap
121472_121935.wav,hap
136362_136768.wav,hap
261328_261878.wav,hap
013482_013944.wav,hap
046410_046802.wav,hap
081300_081830.wav,hap
020626_021018.wav,hap
186128_186700.wav,hap
092508_092990.wav,hap
216058_216744.wav,hap
254246_254723.wav,hap
201312_201520.wav,hap
063974_064378.wav,hap
078456_078824.wav,hap
193800_194032.wav,hap
066288_067022.wav,hap
196906_197228.wav,hap
268632_269392.wav,hap
252062_252554.wav,hap
033460_033900.wav,hap
200688_200872.wav,hap
005166_005604.wav,hap
165714_166864.wav,hap
031470_031820.wav,hap
188914_189630.wav,hap
166864_167424.wav,hap
194794_195008.wav,hap
129246_129556.wav,hap
032532_033104.wav,hap
243554_244300.wav,hap
016666_017040.wav,hap
204898_205154.wav,hap
162544_163440.wav,hap
059310_059828.wav,hap
260371_260898.wav,hap
270788_271278.wav,hap
052414_052764.wav,hap
151618_152166.wav,hap
048930_049286.wav,hap
111464_111940.wav,hap
103809_104178.wav,hap
035462_036070.wav,hap
132140_132276.wav,hap
117932_118540.wav,hap
237496_238056.wav,hap
113198_113818.wav,hap
069958_070350.wav,hap
139528_140000.wav,hap
232952_233626.wav,hap
252806_253136.wav,hap
143078_143532.wav,hap
104659_105238.wav,hap
176426_176938.wav,hap
097968_098480.wav,hap
046036_046410.wav,hap
106448_106858.wav,hap
153924_154610.wav,hap
115426_115794.wav,hap
027022_027672.wav,hap
036588_037046.wav,hap
253976_254246.wav,hap
130985_131272.wav,hap
152166_152768.wav,hap
018264_018830.wav,hap
197478_197938.wav,hap
198428_198630.wav,hap
005898_006186.wav,hap
251156_251456.wav,hap
045470_046036.wav,hap
204130_204254.wav,hap
124614_125002.wav,hap
239726_240364.wav,hap
075078_075698.wav,hap
168562_169368.wav,hap
150366_151082.wav,hap
244300_245016.wav,hap
156910_157524.wav,hap
125466_125800.wav,hap
018830_019294.wav,hap
003864_004110.wav,hap
209414_210119.wav,hap
206852_207114.wav,hap
122828_123244.wav,hap
120576_121472.wav,hap
235034_235690.wav,hap
206208_206566.wav,hap
207114_207364.wav,hap
029836_030233.wav,hap
123630_124614.wav,hap
116222_116835.wav,hap
008742_009096.wav,hap
127764_127996.wav,hap
141452_142116.wav,hap
236828_237496.wav,hap
176938_177480.wav,hap
049702_050076.wav,hap
089688_090032.wav,hap
223840_224304.wav,hap
219688_220362.wav,hap
264554_264960.wav,hap
104178_104659.wav,hap
002274_002508.wav,hap
246508_247146.wav,hap
108664_109044.wav,hap
265546_266042.wav,hap
061762_062154.wav,hap
203994_204130.wav,hap
007104_007398.wav,hap
256008_256462.wav,hap
205696_205928.wav,hap
093388_093750.wav,hap
157524_158384.wav,hap
055386_055754.wav,hap
272406_272812.wav,hap
145396_145944.wav,hap
044114_044542.wav,hap
058298_058852.wav,hap
071826_072524.wav,hap
127996_128180.wav,hap
093750_094148.wav,hap
197228_197478.wav,hap
086994_087422.wav,hap
001482_001823.wav,hap
079620_079964.wav,hap
088164_088520.wav,hap
156440_156910.wav,hap
266712_267340.wav,hap
271278_271666.wav,hap
056508_057014.wav,hap
164294_164866.wav,hap
161466_162062.wav,hap
033900_034256.wav,hap
061352_061762.wav,hap
240364_240864.wav,hap
245702_246508.wav,hap
201182_201312.wav,hap
000894_001482.wav,hap
038306_038686.wav,hap
010134_010320.wav,hap
140000_140538.wav,hap
125002_125252.wav,hap
049286_049702.wav,hap
017462_017800.wav,hap
175108_175884.wav,hap
054602_055036.wav,hap
123244_123630.wav,hap
034256_034660.wav,hap
245016_245702.wav,hap
242766_243554.wav,hap
023020_023382.wav,hap
047894_048466.wav,hap
201764_202050.wav,hap
046802_047170.wav,hap
074584_075078.wav,hap
202408_202652.wav,hap
203380_203822.wav,hap
058852_059310.wav,hap
012204_012522.wav,hap
116835_117216.wav,hap
070742_071380.wav,hap
115082_115426.wav,hap
179996_180550.wav,hap
026558_027022.wav,hap
202050_202408.wav,hap
053836_054234.wav,hap
194032_194276.wav,hap
014682_015096.wav,hap
007890_008070.wav,hap
204254_204624.wav,hap
041560_042204.wav,hap
062154_062582.wav,hap
126600_127066.wav,hap
224304_224930.wav,hap
037046_037480.wav,hap
014322_014682.wav,hap
073560_074186.wav,hap
205154_205421.wav,hap
263174_263688.wav,hap
208962_209169.wav,hap
242152_242766.wav,hap
048466_048930.wav,hap
171878_173086.wav,hap
107352_108098.wav,hap
067022_067420.wav,hap
000534_000894.wav,hap
264960_265546.wav,hap
111940_112470.wav,hap
096914_097504.wav,hap
011256_011430.wav,hap
063360_063974.wav,hap
131522_131772.wav,hap
043222_043638.wav,hap
214926_215467.wav,hap
250562_250838.wav,hap
249980_250267.wav,hap
051360_051752.wav,hap
195646_196022.wav,hap
095534_096070.wav,hap
082608_083024.wav,hap
148062_148958.wav,hap
000290_000534.wav,hap
160070_160558.wav,hap
213298_213571.wav,hap
196542_196906.wav,hap
031054_031470.wav,hap
006780_007104.wav,hap
262762_263174.wav,hap
250267_250562.wav,hap
241412_242152.wav,hap
155868_156440.wav,hap
162062_162544.wav,hap
260898_261328.wav,hap
199192_199472.wav,hap
140962_141452.wav,hap
096070_096498.wav,hap
000160_000290.wav,hap
238898_239726.wav,hap
108098_108664.wav,hap
211942_212312.wav,hap
225567_226169.wav,hap
206566_206852.wav,hap
040030_040356.wav,hap
004110_004500.wav,hap
072524_072994.wav,hap
025076_025498.wav,hap
259480_260371.wav,hap
248312_248594.wav,hap
240864_241412.wav,hap
011784_012204.wav,hap
015563_015888.wav,hap
047520_047894.wav,hap
057014_057478.wav,hap
065812_066288.wav,hap
257842_258278.wav,hap
076794_077282.wav,hap
233626_234462.wav,hap
090466_091050.wav,hap
025498_025872.wav,hap
101894_102496.wav,hap
009096_009474.wav,hap
132770_133044.wav,hap
195008_195348.wav,hap
030233_030656.wav,hap
221530_222330.wav,hap
167984_168562.wav,hap
004500_004908.wav,hap
132276_132400.wav,hap
010734_011256.wav,hap
155278_155868.wav,hap
202652_203010.wav,hap
171282_171878.wav,hap
133044_133312.wav,hap
039102_039560.wav,hap
178744_179376.wav,hap
238056_238898.wav,hap
080590_081300.wav,hap
029402_029836.wav,hap
117216_117932.wav,hap
261878_262284.wav,hap
159462_160070.wav,hap
023382_023912.wav,hap
087422_087772.wav,hap
083024_083548.wav,hap
266042_266712.wav,hap
177926_178744.wav,hap
038686_039102.wav,hap
060828_061352.wav,hap
201520_201764.wav,hap
248048_248312.wav,hap
057846_058298.wav,hap
231634_232446.wav,hap
006186_006534.wav,hap
090032_090466.wav,hap
064378_064908.wav,hap
190136_191008.wav,hap
181171_181200.wav,neu
393061_393819.wav,neu
160395_160473.wav,neu
014246_014716.wav,neu
226014_226952.wav,neu
176683_176745.wav,neu
153058_153137.wav,neu
132314_132377.wav,neu
119124_119690.wav,neu
629069_629881.wav,neu
578645_579061.wav,neu
627219_627869.wav,neu
659005_659481.wav,neu
173520_173592.wav,neu
180976_181030.wav,neu
268240_268853.wav,neu
507159_507755.wav,neu
118693_118762.wav,neu
130160_130209.wav,neu
304131_305115.wav,neu
263684_264052.wav,neu
338051_338683.wav,neu
449337_450160.wav,neu
857887_858296.wav,neu
713757_714191.wav,neu
